age,gender,split,final
40,W,02:02:54,05:05:45
25,W,03:09:07,05:05:46
35,M,01:59:54,05:05:46
51,W,02:11:37,05:05:46
41,W,02:05:49,05:05:46
32,W,02:00:11,05:05:47
56,M,01:57:45,05:05:47
58,M,02:06:36,05:05:47
30,M,02:02:15,05:05:47
51,M,02:20:46,05:05:47
64,M,02:10:03,05:05:47
27,W,02:08:17,05:05:48
34,M,02:00:34,05:05:49
42,M,02:05:43,05:05:49
35,M,02:05:34,05:05:49
37,M,02:07:53,05:05:49
43,M,02:12:22,05:05:49
31,M,02:04:14,05:05:50
46,M,02:24:25,05:05:50
41,W,02:09:16,05:05:51
53,M,02:02:48,05:05:51
54,M,02:18:41,05:05:51
45,W,02:05:13,05:05:51
60,W,02:09:23,05:05:51
26,W,02:07:16,05:05:52
51,M,02:07:17,05:05:53
45,W,02:09:24,05:05:54
28,W,02:06:33,05:05:54
31,W,02:07:18,05:05:54
39,M,02:04:57,05:05:54
26,W,02:14:52,05:05:54
23,W,02:05:33,05:05:54
57,M,02:16:04,05:05:55
44,M,02:06:49,05:05:55
29,M,02:08:34,05:05:55
25,M,02:00:37,05:05:55
48,M,02:07:18,05:05:56
42,M,02:11:59,05:05:56
41,M,02:01:37,05:05:56
31,M,02:08:31,05:05:56
54,M,02:09:18,05:05:57
46,W,02:06:46,05:05:57
45,M,02:04:24,05:05:57
40,W,02:14:20,05:05:57
45,M,01:59:38,05:05:58
30,W,02:03:29,05:05:58
51,M,02:11:29,05:05:58
50,M,02:10:18,05:05:58
41,M,02:17:36,05:05:59
38,M,02:05:47,05:05:59
24,M,02:08:47,05:05:59
48,W,02:07:18,05:06:00
51,W,02:15:44,05:06:00
41,W,02:17:09,05:06:00
35,M,01:54:22,05:06:00
38,M,02:07:06,05:06:00
48,M,01:59:41,05:06:01
43,M,02:04:01,05:06:01
26,W,02:04:05,05:06:01
36,W,02:10:17,05:06:01
30,W,02:04:08,05:06:02
45,W,02:08:18,05:06:02
46,M,02:03:52,05:06:02
41,M,01:50:18,05:06:02
28,W,02:06:47,05:06:03
50,M,02:19:17,05:06:03
41,W,02:22:46,05:06:03
52,W,02:08:37,05:06:03
28,W,02:13:19,05:06:04
58,M,02:07:35,05:06:04
39,W,02:04:58,05:06:04
29,W,02:10:39,05:06:04
37,M,02:08:58,05:06:05
65,M,02:14:05,05:06:05
46,M,01:52:32,05:06:05
41,M,02:07:32,05:06:05
37,W,02:03:24,05:06:05
32,M,02:09:35,05:06:06
35,W,02:17:05,05:06:06
39,M,02:11:34,05:06:06
56,M,02:08:20,05:06:07
30,M,02:01:07,05:06:07
31,M,01:55:59,05:06:07
45,M,02:13:22,05:06:07
40,M,02:17:58,05:06:07
46,M,02:07:02,05:06:07
52,M,02:10:19,05:06:07
32,W,02:11:58,05:06:07
29,M,02:13:07,05:06:08
48,M,01:57:54,05:06:08
55,W,02:11:20,05:06:08
23,M,02:09:17,05:06:08
45,M,02:07:48,05:06:09
51,W,02:02:10,05:06:09
54,M,01:55:33,05:06:09
36,M,02:24:11,05:06:09
45,M,01:58:44,05:06:09
25,W,02:09:34,05:06:09
40,M,02:17:40,05:06:10
40,M,02:05:02,05:06:10
57,M,02:04:03,05:06:10
27,M,01:58:06,05:06:10
27,M,02:03:38,05:06:11
33,M,01:56:04,05:06:11
53,W,02:14:20,05:06:12
36,W,02:11:59,05:06:12
26,M,02:10:52,05:06:12
38,M,02:21:53,05:06:12
25,M,01:50:30,05:06:13
45,W,02:15:33,05:06:13
45,M,02:04:54,05:06:13
41,W,02:00:34,05:06:13
41,M,01:59:42,05:06:14
28,W,02:12:54,05:06:14
29,M,02:10:53,05:06:14
32,M,02:00:46,05:06:14
60,W,02:12:31,05:06:15
31,M,02:01:29,05:06:15
44,W,02:00:32,05:06:16
44,M,02:10:33,05:06:16
45,M,02:00:39,05:06:16
41,W,02:08:14,05:06:17
34,W,02:10:23,05:06:17
53,M,02:03:27,05:06:17
54,M,02:06:50,05:06:17
51,M,02:17:06,05:06:17
22,W,02:15:27,05:06:17
49,W,02:08:31,05:06:17
20,M,02:12:02,05:06:17
33,W,02:05:27,05:06:18
29,W,02:10:09,05:06:18
34,W,02:03:54,05:06:18
46,M,01:56:59,05:06:18
37,W,02:08:28,05:06:18
51,M,02:03:52,05:06:19
60,M,02:08:33,05:06:19
42,W,02:14:29,05:06:19
27,W,02:04:14,05:06:19
61,W,02:04:15,05:06:19
36,M,02:07:11,05:06:19
24,W,01:56:08,05:06:20
52,M,02:22:26,05:06:20
36,M,02:13:46,05:06:20
44,M,02:07:57,05:06:20
37,W,02:04:31,05:06:20
54,W,02:04:14,05:06:21
62,M,02:02:26,05:06:21
29,W,02:06:23,05:06:22
46,M,02:14:34,05:06:22
26,M,02:03:34,05:06:22
37,W,02:10:05,05:06:22
52,M,02:10:16,05:06:23
31,W,02:12:00,05:06:23
32,W,02:09:48,05:06:23
38,M,02:09:15,05:06:24
25,W,02:04:56,05:06:24
29,M,02:01:45,05:06:25
43,M,02:10:05,05:06:26
36,W,02:12:07,05:06:26
40,W,02:08:06,05:06:26
51,W,02:05:11,05:06:26
26,W,02:04:52,05:06:26
40,W,02:20:50,05:06:26
27,M,02:11:40,05:06:27
50,M,02:08:22,05:06:27
44,M,02:06:37,05:06:27
33,M,02:22:20,05:06:28
41,M,02:05:39,05:06:28
58,W,02:04:29,05:06:28
34,M,01:54:13,05:06:28
30,W,02:09:58,05:06:28
43,M,01:54:23,05:06:29
49,W,02:17:29,05:06:29
36,M,02:10:55,05:06:29
42,M,02:08:15,05:06:30
25,W,02:01:34,05:06:30
21,W,02:10:36,05:06:30
37,W,02:04:40,05:06:30
39,W,02:16:36,05:06:30
48,M,02:10:30,05:06:30
40,M,01:59:57,05:06:30
27,W,02:17:21,05:06:31
42,W,02:10:50,05:06:31
44,W,02:16:43,05:06:32
35,M,02:09:42,05:06:32
33,M,02:15:52,05:06:32
36,M,02:00:29,05:06:33
39,M,02:12:17,05:06:33
24,W,02:10:55,05:06:34
44,M,01:59:54,05:06:34
26,M,02:05:20,05:06:35
43,M,01:56:41,05:06:35
29,W,02:03:33,05:06:35
40,M,02:03:51,05:06:35
28,M,02:02:49,05:06:35
36,W,02:14:11,05:06:36
55,M,02:08:34,05:06:37
34,W,02:14:54,05:06:37
48,W,02:04:55,05:06:38
54,M,02:06:45,05:06:38
71,M,02:06:32,05:06:39
39,W,02:11:42,05:06:39
31,W,02:11:58,05:06:39
26,W,02:01:55,05:06:39
40,M,02:17:10,05:06:39
58,M,02:07:01,05:06:39
56,M,02:09:32,05:06:40
40,M,02:09:14,05:06:40
29,M,02:00:01,05:06:40
42,W,02:08:16,05:06:41
45,M,02:05:45,05:06:41
39,M,02:04:33,05:06:41
42,W,02:16:49,05:06:41
43,M,02:08:57,05:06:41
27,W,02:09:44,05:06:41
44,M,02:07:24,05:06:42
23,M,02:05:47,05:06:42
49,M,02:16:30,05:06:42
37,M,02:04:13,05:06:42
57,M,01:56:41,05:06:42
65,W,02:09:51,05:06:43
28,W,02:14:58,05:06:43
56,W,02:11:50,05:06:43
26,W,02:12:52,05:06:43
44,M,02:20:10,05:06:43
51,M,02:12:14,05:06:43
50,W,02:07:01,05:06:43
33,M,02:08:32,05:06:44
26,W,02:09:08,05:06:44
37,M,02:02:40,05:06:44
27,W,02:07:05,05:06:44
35,M,02:02:40,05:06:44
25,M,02:04:11,05:06:44
28,M,02:05:50,05:06:44
42,M,02:12:11,05:06:45
41,W,02:04:23,05:06:45
29,W,02:06:16,05:06:45
32,M,02:00:52,05:06:45
41,M,02:08:53,05:06:45
26,W,02:04:45,05:06:45
49,M,02:17:10,05:06:46
29,W,02:04:35,05:06:46
45,W,02:05:19,05:06:46
61,M,02:16:07,05:06:46
41,W,02:08:46,05:06:46
35,M,02:01:13,05:06:46
39,M,02:01:11,05:06:47
25,W,02:09:22,05:06:47
27,W,02:14:46,05:06:47
48,M,02:06:57,05:06:48
36,W,02:04:24,05:06:48
32,W,02:10:11,05:06:48
42,M,02:02:49,05:06:49
39,W,02:08:11,05:06:49
28,W,02:07:03,05:06:49
32,M,01:58:45,05:06:50
50,W,02:13:14,05:06:50
39,M,01:58:59,05:06:50
48,M,02:08:49,05:06:50
49,M,02:06:57,05:06:50
40,W,02:07:00,05:06:50
37,M,02:08:19,05:06:50
40,M,02:02:21,05:06:51
32,W,02:06:57,05:06:51
34,M,02:09:17,05:06:51
40,M,02:01:02,05:06:51
47,M,02:10:29,05:06:52
54,M,02:14:46,05:06:52
54,M,02:09:14,05:06:52
54,M,02:09:23,05:06:52
25,W,02:13:38,05:06:52
43,W,02:09:51,05:06:52
39,M,02:10:17,05:06:53
58,W,02:08:24,05:06:53
32,W,02:12:45,05:06:53
46,M,02:14:53,05:06:54
35,W,02:08:14,05:06:54
34,M,02:05:35,05:06:54
51,M,02:00:09,05:06:54
38,M,02:07:33,05:06:54
25,M,02:09:07,05:06:54
23,M,02:06:47,05:06:55
26,M,02:06:45,05:06:55
46,W,02:02:29,05:06:55
27,W,02:14:46,05:06:55
24,W,02:09:26,05:06:56
47,M,02:26:45,05:06:56
51,M,02:00:14,05:06:56
28,M,02:08:10,05:06:57
23,W,02:16:04,05:06:57
28,M,02:02:53,05:06:57
53,M,02:15:08,05:06:57
25,W,02:03:50,05:06:58
37,M,02:06:40,05:06:58
42,M,02:00:46,05:06:58
34,M,01:59:47,05:06:58
24,M,02:07:56,05:06:58
70,M,02:23:43,05:06:58
47,M,02:04:36,05:06:59
36,M,02:04:19,05:06:59
46,W,02:20:30,05:06:59
29,W,02:07:41,05:07:00
31,W,02:02:28,05:07:00
43,W,02:13:00,05:07:00
45,W,02:26:23,05:07:01
36,M,02:12:21,05:07:02
28,W,02:18:10,05:07:02
26,M,01:57:09,05:07:02
23,W,02:05:48,05:07:02
44,W,02:04:36,05:07:02
41,W,02:10:47,05:07:03
71,M,02:13:21,05:07:03
32,M,02:06:04,05:07:03
29,M,02:10:46,05:07:04
47,M,02:08:12,05:07:04
60,M,02:02:53,05:07:04
42,M,02:12:18,05:07:04
59,M,02:10:17,05:07:04
45,M,01:58:09,05:07:04
53,M,01:58:09,05:07:04
46,M,02:06:51,05:07:05
34,W,02:08:42,05:07:05
25,M,02:03:37,05:07:05
31,M,02:04:35,05:07:05
58,M,02:07:17,05:07:05
30,W,01:57:21,05:07:05
21,W,02:04:13,05:07:05
64,M,02:05:37,05:07:05
48,W,02:04:22,05:07:07
30,M,01:59:27,05:07:07
59,M,02:17:23,05:07:07
42,M,02:13:23,05:07:08
43,M,02:09:34,05:07:08
21,M,02:09:37,05:07:08
33,W,02:09:03,05:07:09
40,W,02:03:06,05:07:09
35,W,02:15:02,05:07:09
29,W,01:57:31,05:07:10
51,M,02:01:43,05:07:10
43,M,01:56:58,05:07:10
51,W,02:11:24,05:07:10
32,M,02:05:26,05:07:10
57,M,02:03:52,05:07:10
40,W,02:09:24,05:07:11
37,M,02:13:22,05:07:12
26,W,02:15:19,05:07:12
29,W,02:15:33,05:07:12
30,M,01:48:33,05:07:13
35,W,02:12:17,05:07:14
36,M,02:13:12,05:07:14
43,W,02:16:19,05:07:14
33,W,02:05:23,05:07:14
32,M,02:16:40,05:07:15
36,M,01:56:23,05:07:15
44,M,02:10:51,05:07:15
60,M,02:14:53,05:07:15
38,W,02:09:44,05:07:16
57,W,02:10:11,05:07:16
39,M,02:07:56,05:07:16
51,W,02:07:38,05:07:17
25,M,02:12:22,05:07:17
35,M,02:17:01,05:07:18
45,W,02:08:39,05:07:18
40,W,02:24:38,05:07:18
55,W,02:05:55,05:07:19
58,M,02:09:43,05:07:19
45,M,02:04:47,05:07:19
38,W,02:08:54,05:07:19
30,M,02:11:19,05:07:19
26,W,02:06:09,05:07:19
50,W,02:09:29,05:07:20
45,M,02:05:42,05:07:20
54,M,02:07:41,05:07:20
38,M,02:07:18,05:07:20
50,M,02:04:15,05:07:21
34,W,02:12:25,05:07:21
27,M,01:56:42,05:07:21
23,W,02:00:54,05:07:21
61,M,02:24:54,05:07:22
61,M,02:13:23,05:07:22
32,W,02:09:12,05:07:22
45,W,02:08:33,05:07:23
49,M,02:14:15,05:07:23
42,W,02:07:20,05:07:23
46,M,02:05:33,05:07:23
29,W,02:06:50,05:07:23
44,M,02:02:42,05:07:23
45,M,02:04:04,05:07:24
40,W,02:11:23,05:07:24
51,M,02:12:58,05:07:24
43,W,02:11:27,05:07:24
34,M,02:01:51,05:07:24
29,M,02:06:47,05:07:25
38,W,02:18:30,05:07:25
53,M,02:17:07,05:07:25
50,W,02:08:37,05:07:26
29,W,02:05:37,05:07:26
29,M,01:59:47,05:07:26
43,M,02:01:31,05:07:26
29,W,02:10:30,05:07:26
55,W,02:15:02,05:07:26
51,M,02:01:55,05:07:26
40,M,01:57:20,05:07:26
52,M,02:17:22,05:07:27
38,M,02:00:16,05:07:27
47,M,02:22:43,05:07:27
52,M,02:04:20,05:07:27
58,M,02:13:44,05:07:27
26,W,02:14:17,05:07:28
53,M,02:11:02,05:07:28
58,M,02:07:44,05:07:28
61,M,01:57:14,05:07:29
31,M,02:04:37,05:07:29
57,M,02:10:25,05:07:29
46,M,02:14:44,05:07:29
46,W,02:11:08,05:07:29
52,M,02:01:12,05:07:30
22,W,02:12:22,05:07:30
43,M,01:55:28,05:07:30
27,W,02:06:41,05:07:30
43,W,02:09:00,05:07:31
49,W,02:03:31,05:07:31
37,M,02:05:55,05:07:31
41,W,02:03:50,05:07:31
22,W,02:19:29,05:07:31
48,M,02:06:11,05:07:32
40,M,01:56:13,05:07:32
46,W,02:12:33,05:07:32
38,M,02:10:16,05:07:32
45,W,02:14:29,05:07:33
47,M,02:06:44,05:07:33
49,M,02:08:36,05:07:33
33,W,02:13:13,05:07:33
38,M,02:10:56,05:07:33
31,W,02:14:42,05:07:34
61,W,02:06:21,05:07:35
41,M,02:04:40,05:07:35
43,M,01:59:00,05:07:35
43,W,02:07:51,05:07:35
43,M,01:58:05,05:07:35
44,M,01:47:58,05:07:36
32,W,02:12:14,05:07:36
54,W,02:12:20,05:07:37
54,W,02:06:40,05:07:37
42,M,02:10:28,05:07:37
44,M,02:05:18,05:07:37
29,M,02:07:25,05:07:38
40,W,02:18:24,05:07:38
42,W,02:08:05,05:07:38
39,W,02:14:36,05:07:39
17,M,02:14:12,05:07:39
44,M,02:06:23,05:07:39
49,M,02:17:47,05:07:39
35,W,02:08:23,05:07:39
40,W,02:19:17,05:07:40
30,W,02:09:45,05:07:40
25,W,02:08:58,05:07:41
30,M,01:58:43,05:07:41
53,M,02:03:44,05:07:41
51,M,02:14:12,05:07:41
58,M,02:19:01,05:07:42
40,M,02:13:35,05:07:42
51,M,02:15:07,05:07:43
47,W,02:12:06,05:07:44
49,W,02:08:11,05:07:44
24,W,02:18:07,05:07:44
47,M,02:11:51,05:07:44
35,M,02:01:53,05:07:44
28,W,02:15:15,05:07:44
30,W,02:12:52,05:07:44
24,W,02:05:14,05:07:44
61,M,01:59:21,05:07:44
39,W,02:14:32,05:07:44
52,W,02:15:33,05:07:45
64,M,02:14:14,05:07:45
52,M,02:12:33,05:07:45
40,W,02:06:16,05:07:45
53,M,02:10:36,05:07:45
35,W,02:11:50,05:07:46
55,W,02:06:34,05:07:46
19,M,02:23:47,05:07:46
34,W,02:08:13,05:07:46
76,M,02:15:19,05:07:46
38,W,02:06:01,05:07:47
62,M,02:08:21,05:07:47
39,W,02:05:48,05:07:48
43,M,01:59:34,05:07:48
36,W,02:21:15,05:07:48
38,W,02:07:25,05:07:49
39,M,02:20:22,05:07:49
47,M,02:11:08,05:07:49
35,M,02:07:02,05:07:50
49,M,02:07:30,05:07:50
40,W,02:09:16,05:07:50
41,W,02:15:05,05:07:50
35,W,02:14:22,05:07:50
53,W,02:12:27,05:07:50
29,M,02:07:29,05:07:50
31,M,02:03:27,05:07:51
33,M,02:13:59,05:07:51
52,M,02:09:11,05:07:51
44,W,02:09:23,05:07:52
50,M,02:12:19,05:07:52
64,M,02:07:14,05:07:52
41,M,02:03:12,05:07:52
27,W,02:18:09,05:07:53
53,M,02:13:05,05:07:53
40,W,02:12:15,05:07:53
35,M,01:54:25,05:07:54
40,W,02:17:51,05:07:54
35,M,02:14:09,05:07:55
51,M,02:40:37,05:07:55
38,M,02:18:29,05:07:55
46,M,02:05:34,05:07:55
38,M,02:14:55,05:07:55
40,W,02:05:25,05:07:56
61,M,02:06:50,05:07:56
25,W,02:01:12,05:07:56
30,W,02:18:09,05:07:56
61,M,02:10:12,05:07:57
30,M,02:04:29,05:07:57
24,M,02:06:45,05:07:57
39,W,02:21:39,05:07:58
49,M,02:04:11,05:07:58
35,M,01:57:00,05:07:58
29,M,02:03:33,05:07:58
26,M,02:09:55,05:08:00
55,M,02:02:21,05:08:01
40,M,02:20:20,05:08:02
50,W,02:08:27,05:08:02
48,M,02:12:51,05:08:03
58,M,02:09:50,05:08:03
24,M,02:07:30,05:08:04
29,M,02:00:42,05:08:04
43,W,02:10:49,05:08:04
40,M,02:08:33,05:08:04
42,W,02:11:28,05:08:05
30,M,02:08:00,05:08:05
39,W,02:12:44,05:08:06
31,M,02:08:58,05:08:06
49,W,02:08:13,05:08:06
43,M,02:01:59,05:08:07
44,M,02:04:45,05:08:08
53,M,02:08:43,05:08:08
26,W,02:09:07,05:08:08
45,W,02:08:59,05:08:09
60,M,02:14:25,05:08:09
30,M,02:06:29,05:08:09
33,M,02:10:23,05:08:09
61,M,02:08:02,05:08:09
40,W,02:02:32,05:08:09
55,W,02:08:57,05:08:09
46,W,02:13:38,05:08:10
69,M,02:04:38,05:08:10
40,M,02:14:27,05:08:10
29,W,02:18:26,05:08:10
44,M,02:07:03,05:08:10
31,W,02:09:47,05:08:11
31,M,02:14:46,05:08:11
30,M,02:13:34,05:08:11
34,M,02:12:39,05:08:12
38,W,02:12:15,05:08:12
34,W,02:14:57,05:08:13
18,W,02:03:20,05:08:13
64,W,02:21:11,05:08:13
41,M,02:08:39,05:08:14
43,M,01:58:36,05:08:14
58,M,02:03:03,05:08:14
42,M,02:11:10,05:08:15
43,W,02:10:56,05:08:15
32,W,02:14:48,05:08:15
51,W,02:02:49,05:08:15
32,W,02:10:20,05:08:15
24,M,02:04:51,05:08:15
44,M,02:13:08,05:08:16
63,M,02:03:54,05:08:16
27,M,02:11:49,05:08:16
30,W,02:09:14,05:08:17
46,M,02:11:57,05:08:17
31,W,02:03:57,05:08:18
52,W,02:10:52,05:08:18
29,M,02:14:41,05:08:18
47,W,02:13:19,05:08:18
55,M,02:24:15,05:08:18
47,M,01:54:24,05:08:19
35,M,02:04:52,05:08:19
38,M,02:13:58,05:08:19
33,M,02:07:20,05:08:19
47,M,02:10:42,05:08:19
48,M,02:08:08,05:08:20
39,M,02:11:59,05:08:20
59,M,01:53:16,05:08:20
38,M,02:04:11,05:08:20
43,W,01:54:03,05:08:21
37,M,02:09:25,05:08:21
42,W,02:10:41,05:08:21
61,W,02:15:46,05:08:22
62,M,02:04:55,05:08:22
63,M,02:08:57,05:08:22
30,W,02:10:07,05:08:22
29,W,02:06:29,05:08:23
29,M,02:11:34,05:08:23
38,W,02:17:36,05:08:23
40,W,02:11:53,05:08:23
41,M,02:00:19,05:08:23
25,W,02:13:36,05:08:24
33,M,02:13:08,05:08:24
27,W,01:59:12,05:08:24
74,M,02:14:21,05:08:24
48,W,02:07:05,05:08:24
43,M,01:54:11,05:08:24
39,M,02:05:42,05:08:25
53,W,01:58:35,05:08:25
40,M,02:02:08,05:08:25
49,M,02:08:02,05:08:25
55,M,02:10:14,05:08:26
53,M,02:07:34,05:08:26
33,M,02:05:34,05:08:26
38,M,02:14:02,05:08:27
37,M,02:12:31,05:08:27
45,W,02:15:41,05:08:27
41,M,02:12:57,05:08:27
60,W,02:00:15,05:08:27
29,W,01:59:47,05:08:27
33,W,02:04:14,05:08:28
52,W,02:05:54,05:08:28
47,M,02:06:03,05:08:28
40,W,02:10:54,05:08:28
30,M,02:04:37,05:08:28
44,W,02:03:09,05:08:28
33,W,02:12:15,05:08:29
40,M,02:02:56,05:08:29
39,M,02:07:02,05:08:29
55,W,02:13:24,05:08:29
32,M,02:07:49,05:08:30
43,M,02:20:32,05:08:30
45,M,02:07:08,05:08:30
26,M,02:01:52,05:08:31
39,W,02:13:47,05:08:31
43,M,01:59:03,05:08:31
28,W,02:07:08,05:08:31
44,M,02:11:58,05:08:32
49,W,02:14:23,05:08:32
36,M,02:03:26,05:08:33
58,M,02:12:12,05:08:33
57,M,02:11:49,05:08:33
24,W,02:12:08,05:08:33
34,W,02:12:04,05:08:33
44,M,02:06:52,05:08:34
30,M,02:01:51,05:08:34
30,M,01:52:04,05:08:34
51,W,02:19:23,05:08:34
46,M,02:09:38,05:08:35
51,M,02:05:38,05:08:35
52,M,02:12:07,05:08:35
50,W,02:08:45,05:08:36
39,M,01:59:06,05:08:36
36,M,01:57:14,05:08:36
48,M,02:12:16,05:08:36
34,W,02:13:22,05:08:36
48,M,02:05:57,05:08:36
29,W,02:16:05,05:08:37
34,W,02:16:42,05:08:37
47,M,02:01:23,05:08:37
27,M,02:18:31,05:08:37
48,M,02:09:09,05:08:37
66,M,02:09:25,05:08:38
36,M,02:07:28,05:08:38
31,M,02:07:12,05:08:38
57,M,02:05:21,05:08:39
45,W,02:07:57,05:08:39
41,M,02:15:51,05:08:39
39,W,02:10:36,05:08:40
59,W,02:01:44,05:08:40
31,W,02:10:39,05:08:41
37,M,02:04:48,05:08:41
37,W,02:05:14,05:08:41
65,M,02:22:12,05:08:41
33,W,02:07:34,05:08:42
44,M,02:05:29,05:08:42
33,W,02:11:05,05:08:42
33,M,01:55:04,05:08:42
37,M,02:02:33,05:08:42
36,M,02:08:08,05:08:43
40,M,02:09:06,05:08:43
49,W,02:12:45,05:08:43
55,W,02:14:34,05:08:43
43,M,02:01:32,05:08:44
32,W,02:10:56,05:08:44
37,W,02:03:52,05:08:44
60,M,02:07:37,05:08:45
26,W,02:19:01,05:08:45
40,M,02:00:51,05:08:45
45,M,02:01:07,05:08:45
45,W,02:08:40,05:08:45
54,M,01:55:18,05:08:45
42,W,02:10:33,05:08:46
39,M,02:09:26,05:08:46
30,W,02:09:13,05:08:46
46,M,01:54:06,05:08:47
51,M,02:18:37,05:08:47
32,W,02:10:27,05:08:48
25,W,02:16:29,05:08:48
33,M,02:06:32,05:08:48
49,M,02:00:27,05:08:48
41,M,02:12:55,05:08:48
39,W,02:13:12,05:08:48
41,W,02:09:50,05:08:48
63,M,02:09:53,05:08:49
29,W,02:05:12,05:08:51
43,W,02:15:03,05:08:52
39,M,02:24:18,05:08:52
50,W,02:16:14,05:08:52
24,W,02:20:39,05:08:53
37,M,02:20:37,05:08:53
32,M,02:11:02,05:08:53
64,M,02:16:02,05:08:53
45,M,01:55:38,05:08:53
32,M,02:05:09,05:08:53
33,W,02:08:11,05:08:54
49,M,02:16:15,05:08:54
57,M,02:00:00,05:08:54
40,W,02:12:07,05:08:54
40,M,02:14:37,05:08:54
53,M,02:12:13,05:08:55
41,W,02:00:45,05:08:55
25,W,02:08:32,05:08:56
28,W,01:47:54,05:08:56
48,M,02:01:14,05:08:57
45,W,02:14:48,05:08:58
46,M,02:11:22,05:08:58
51,M,02:13:08,05:08:58
52,M,02:04:01,05:08:58
43,M,02:06:24,05:08:58
52,M,02:15:05,05:08:58
37,M,02:14:41,05:08:58
34,M,01:57:01,05:08:59
58,W,02:10:23,05:08:59
39,W,01:57:34,05:08:59
33,M,02:06:04,05:09:00
58,M,02:10:03,05:09:00
42,M,02:00:26,05:09:01
29,W,02:06:53,05:09:01
48,M,02:12:25,05:09:01
27,M,02:11:10,05:09:01
23,M,02:06:37,05:09:01
53,M,02:16:11,05:09:01
44,M,02:11:32,05:09:02
55,M,02:12:44,05:09:03
50,W,02:14:14,05:09:03
42,W,02:11:44,05:09:03
50,W,02:18:50,05:09:03
44,W,02:10:37,05:09:04
51,M,02:01:14,05:09:04
27,W,02:12:03,05:09:04
46,M,02:18:49,05:09:04
44,W,02:08:05,05:09:04
59,M,02:06:10,05:09:04
40,W,02:08:49,05:09:05
45,W,02:11:37,05:09:05
51,M,02:05:59,05:09:05
32,M,02:07:22,05:09:05
45,M,02:07:28,05:09:06
28,M,02:08:53,05:09:06
32,M,02:06:19,05:09:06
48,M,02:06:43,05:09:06
55,M,02:14:13,05:09:06
38,M,02:10:19,05:09:07
22,M,02:10:14,05:09:07
42,W,02:06:26,05:09:07
31,M,02:05:30,05:09:07
43,W,02:14:44,05:09:07
44,W,02:09:57,05:09:08
34,M,02:05:07,05:09:09
43,M,02:24:48,05:09:09
24,W,02:07:34,05:09:09
31,W,02:07:32,05:09:09
29,W,02:08:39,05:09:09
45,M,01:59:33,05:09:09
30,M,02:13:46,05:09:10
34,M,02:09:21,05:09:10
55,W,02:13:03,05:09:10
48,M,02:01:49,05:09:11
30,W,02:02:30,05:09:11
41,M,02:20:40,05:09:12
25,W,02:13:26,05:09:12
64,M,02:15:29,05:09:12
36,W,02:08:45,05:09:12
21,W,02:11:00,05:09:13
45,M,02:15:59,05:09:13
28,M,02:09:06,05:09:14
31,W,02:13:25,05:09:14
28,W,02:12:09,05:09:14
53,M,02:05:58,05:09:15
41,W,02:12:43,05:09:15
24,W,02:09:16,05:09:16
44,W,02:09:37,05:09:16
49,M,02:07:46,05:09:16
41,W,02:02:29,05:09:16
45,M,02:12:14,05:09:17
36,M,02:10:42,05:09:17
32,W,02:09:14,05:09:17
36,M,02:05:08,05:09:18
31,M,02:03:50,05:09:18
30,W,02:11:59,05:09:18
54,W,02:01:35,05:09:19
31,W,02:05:29,05:09:19
42,W,02:10:52,05:09:20
45,M,02:08:48,05:09:20
38,W,02:10:55,05:09:20
32,W,02:15:33,05:09:20
36,W,02:08:19,05:09:21
39,M,02:07:47,05:09:21
50,M,02:09:40,05:09:21
40,W,02:12:11,05:09:22
39,W,02:16:39,05:09:22
46,M,02:19:33,05:09:23
51,M,02:05:08,05:09:24
45,M,02:01:53,05:09:24
48,W,02:10:08,05:09:25
50,W,02:08:24,05:09:26
45,W,02:10:31,05:09:26
26,M,02:08:02,05:09:26
44,M,02:28:52,05:09:27
29,W,02:08:32,05:09:27
30,M,02:06:49,05:09:27
43,M,02:21:38,05:09:27
32,M,02:07:04,05:09:28
54,M,01:59:09,05:09:28
30,M,02:21:42,05:09:29
41,W,02:08:10,05:09:29
34,M,02:04:23,05:09:29
46,M,02:07:44,05:09:30
40,M,02:05:57,05:09:30
31,W,02:11:24,05:09:30
38,W,02:11:13,05:09:31
27,W,02:06:57,05:09:31
47,M,02:07:19,05:09:31
36,M,02:16:19,05:09:32
22,W,02:15:36,05:09:32
39,M,02:19:54,05:09:32
26,M,02:06:43,05:09:32
38,M,02:10:16,05:09:32
40,M,02:04:37,05:09:32
48,M,01:58:10,05:09:32
25,W,02:17:44,05:09:33
31,M,02:04:50,05:09:33
38,W,02:07:41,05:09:33
36,M,01:50:51,05:09:33
49,M,02:02:56,05:09:33
22,M,02:09:42,05:09:34
32,M,02:16:00,05:09:34
42,M,02:04:46,05:09:34
46,W,02:06:42,05:09:34
45,M,02:27:11,05:09:34
57,M,02:11:11,05:09:35
29,M,02:19:27,05:09:35
36,M,02:07:46,05:09:35
45,M,02:12:28,05:09:36
29,M,02:07:16,05:09:36
41,W,02:12:07,05:09:36
39,M,02:00:58,05:09:37
38,M,02:11:53,05:09:37
33,M,02:08:33,05:09:37
42,M,01:57:14,05:09:37
40,M,02:07:14,05:09:37
47,M,02:09:39,05:09:38
24,M,02:08:55,05:09:38
32,M,01:59:31,05:09:39
32,M,02:04:35,05:09:39
38,M,02:11:07,05:09:40
47,M,02:14:11,05:09:40
28,W,02:22:17,05:09:40
45,W,02:08:22,05:09:41
